datetime,low,open,close,high,volume,total_turnover,open_interest
2023-10-11 11:25:00,147796.68252130036,147796.68252130036,147914.04748118125,147989.58061047233,550.0,84021850.0,120890.0
2023-10-11 11:26:00,147847.37541060924,147916.66639085862,147879.53780087212,147960.02920807237,298.0,45742200.0,120857.0
2023-10-11 11:27:00,147771.02349826245,147878.7067681615,147835.3441999007,147910.86711898065,365.0,56127000.0,120860.0
2023-10-11 11:28:00,147763.6460298547,147860.1247807235,147764.32785555886,147872.01039287724,130.0,19835550.0,120852.0
2023-10-11 11:29:00,147795.21708903712,147806.42287256054,147806.42287256054,147870.73518944596,218.0,33500300.0,120826.0
2023-10-11 11:30:00,147792.43704440029,147793.93472498344,148108.38427766733,148140.5268389662,916.0,141024150.0,120720.0
2023-10-11 13:31:00,147850.796829232,148162.34588842737,147927.13067006474,148318.3345193374,1509.0,229589650.0,120854.0
2023-10-11 13:32:00,147711.02986790624,147914.09234154128,147754.39126874495,147990.82746755553,881.0,133849550.0,120899.0
2023-10-11 13:33:00,147765.20752377016,147790.19388176932,147797.3278214138,147854.43447705664,349.0,52289850.0,120950.0
2023-10-11 13:34:00,147680.831033856,147810.93876505675,147724.20027758958,147810.93876505675,386.0,58268550.0,121042.0
2023-10-11 13:35:00,147574.08532301922,147713.8087918082,147649.5710708353,147725.05681865138,475.0,72179800.0,120999.0
2023-10-11 13:36:00,147628.40297274975,147639.65730800986,147694.28241123035,147758.51527663085,391.0,58350800.0,121100.0
2023-10-11 13:37:00,147618.45338860582,147726.0551458748,147618.45338860582,147758.17072264382,277.0,42117050.0,121097.0
2023-10-11 13:38:00,147428.10379455984,147590.2743224591,147526.10898511435,147622.35699113144,858.0,130047900.0,120989.0
2023-10-11 13:39:00,147319.83957351642,147530.44595921668,147406.58458288288,147530.44595921668,757.0,113525800.0,121177.0
2023-10-11 13:40:00,147365.8209361618,147397.8951624215,147548.79081165374,147560.09018375044,412.0,61679450.0,121197.0
2023-10-11 13:41:00,147514.09662202283,147570.259616019,147546.17627168965,147624.93113742824,334.0,50367300.0,121256.0
2023-10-11 13:42:00,147404.8171566122,147587.80686858026,147468.9730928396,147587.80686858026,260.0,38756500.0,121306.0
2023-10-11 13:43:00,147481.73807365907,147481.73807365907,147717.32182582183,147749.3861745077,667.0,100967700.0,121370.0
2023-10-11 13:44:00,147601.4203562425,147701.5340506517,147688.1774291882,147733.59587404638,372.0,56605300.0,121378.0
2023-10-11 13:45:00,147610.56370510088,147729.38531105092,147665.2568548155,147729.38531105092,183.0,27889100.0,121411.0
2023-10-11 13:46:00,147564.89288979306,147683.70697678253,147596.94976815442,147727.08558109656,344.0,51470950.0,121417.0
2023-10-11 13:47:00,147562.1162840486,147562.1162840486,147637.54570007572,147669.59503968907,201.0,30297600.0,121444.0
2023-10-11 13:48:00,147579.14975757923,147635.1057349588,147622.53195920418,147678.48793658373,211.0,31382850.0,121483.0
2023-10-11 13:49:00,147372.4377495164,147610.04321521177,147383.7819483887,147610.04321521177,357.0,53845600.0,121485.0
2023-10-11 13:50:00,147311.70837894114,147387.13448607898,147430.51840634696,147441.86013974503,463.0,70229900.0,121507.0
2023-10-11 13:51:00,147004.5070550226,147362.89725711272,147123.27621732108,147406.27163485315,2063.0,315550050.0,121332.0
2023-10-11 13:52:00,146897.92373998748,147062.6825328807,147034.48635329795,147126.67534693613,1099.0,165356300.0,121348.0
2023-10-11 13:53:00,146862.00392166554,147010.2395841057,147035.5079627936,147213.5326297404,1251.0,189172050.0,121377.0
2023-10-11 13:54:00,146995.52486278766,147043.9120524657,147107.3835443975,147185.47236416597,542.0,79902450.0,121527.0
2023-10-11 13:55:00,146811.74598076037,147049.14302892538,146898.49813863085,147072.00245437177,1084.0,161915000.0,121416.0
2023-10-11 13:56:00,146888.63780454668,146888.63780454668,147000.30917818708,147032.2558068686,432.0,65370800.0,121451.0
