date,open,close,high,low,volume,total_turnover,open_interest,speculation,factor_id,factor_name,factor_value,daily_return,ret_5,close_rank_20,close_rank_60,oi_ret_5,open_interest_mad_score,volume_mad_score,range_pct,range_mad_score,close_location,crowded_chase_score,signal,position,position_scale
2018-01-16,3775.343442841234,3749.658201788607,3794.786903106584,3748.627851999784,62722.0,2336578270.0,166610.0,-0.9769434886521264,14,uptrend_crowded_chase,1.6496336150886368,-0.008218215777446747,-0.013307383061626377,0.0,,0.016551809857112687,0.9956739014566095,0.2784992999150489,0.01231020232318286,1.0294201273490056,0.022321728114364912,1.6496336150886368,0,1.0,1.0
2018-01-17,3751.528450010511,3743.9429067084766,3763.11097230281,3737.481073012977,52828.0,1958590080.0,167743.0,-1.1553916930365238,14,uptrend_crowded_chase,1.5343606826160594,-0.001524217614662704,-0.014676272112855604,0.0,,0.008098615790666841,1.5343606826160594,-0.33377124447706696,0.006845697150965789,-0.5288148444740972,0.2521209163729684,1.5343606826160594,0,1.0,1.0
2018-01-18,3736.474846384448,3763.179022802085,3771.933066825775,3727.451394310712,50242.0,1875778040.0,166476.0,-1.197999824601802,14,uptrend_crowded_chase,1.5566924901714851,0.00513792987044237,-0.009981727483320824,0.16666666666666666,,0.012615584478750108,0.9361755633008856,-0.25012876920202043,0.011820238220275087,0.9077005204078656,0.8031988563216568,1.5566924901714851,0,1.0,1.0
2018-01-19,3760.131580211335,3771.182426267581,3787.40670584903,3750.338506915094,56857.0,2123427360.0,168786.0,-1.088092296670499,14,uptrend_crowded_chase,2.534958792724052,0.002126766602651875,-0.007673284537181635,0.23076923076923078,,0.028856680107121946,1.967211356869759,0.3128705608965058,0.009829330630028187,0.36108584927361825,0.5623127087894267,2.534958792724052,0,1.0,1.0
2018-01-22,3782.681810089021,3766.020217555929,3797.252606469147,3739.3455020172846,73929.0,2751982900.0,170347.0,-0.8347323599817551,14,uptrend_crowded_chase,4.655757511071682,-0.0013688568009055935,-0.0038904748693684432,0.21428571428571427,,0.03151031394222592,2.755505120914941,1.891665830588619,0.01537620647438873,1.4802675211534349,0.4606466821496611,4.655757511071682,0,1.0,1.0
2018-01-23,3765.974886767799,3756.9600905796033,3778.627127681391,3751.92845889388,44264.0,1646157880.0,169133.0,-1.3405136820676302,14,uptrend_crowded_chase,1.1859846601656132,-0.0024057563297430473,0.0019473478376010878,0.13333333333333333,,0.01502963572246152,1.05265132683228,-1.2271246605328636,0.007106455257391907,-0.5612241059446691,0.18846002120064678,1.1859846601656132,0,1.0,1.0
2018-01-24,3764.331046696972,3783.405337311839,3803.273404419015,3756.484596267466,76434.0,2854655410.0,172259.0,-0.8125715348102537,14,uptrend_crowded_chase,3.9641030758083557,0.007039001238939413,0.01054033984670344,0.4375,,0.026566111947875726,2.074466318855437,2.094276397755032,0.012366850490514303,0.8099971161508053,0.5753671039701789,3.9641030758083557,0,1.0,1.0
2018-01-25,3776.048427843842,3754.751290055058,3793.2919201144177,3743.3386637521935,69750.0,2592617930.0,173636.0,-0.9120437332977994,14,uptrend_crowded_chase,2.891796502539118,-0.007573612844015365,-0.002239524799633852,0.11764705882352941,,0.04210999911268587,2.099870593183718,0.8321084172305228,0.013304012037902982,0.5164492838332188,0.22846611280170243,2.891796502539118,0,1.0,1.0
2018-01-26,3749.9181971395255,3750.435630748788,3766.821999100336,3736.364524334408,54214.0,2002012480.0,174602.0,-1.1695699204193617,14,uptrend_crowded_chase,2.2811336481174154,-0.0011493861970832686,-0.005501403319628451,0.1111111111111111,,0.0338774577599672,2.170022537006304,-0.39756767049681546,0.008121049863172058,-1.314087258050435,0.46199189271333546,2.2811336481174154,0,1.0,1.0
2018-01-29,3756.255808904607,3711.0213327724296,3757.3456034005017,3697.548560001312,92627.0,3398308640.0,180661.0,-0.6680416711401992,14,uptrend_crowded_chase,5.343285294265015,-0.01050925861870855,-0.01460398022483067,0.0,,0.05878481381536993,3.135459673201961,3.039180028749527,0.016113365577048937,1.3764712133765815,0.22530834310948622,5.343285294265015,0,1.0,1.0
2018-01-30,3715.139539265508,3719.250097025318,3726.802616313285,3705.34783813133,43986.0,1615575300.0,175212.0,-1.3821252678379228,14,uptrend_crowded_chase,1.3339183260453944,0.0022173853273812494,-0.01003736868241989,0.05,0.05,0.035311281643988224,1.2839183260453944,-1.2572376411099935,0.005768576358743612,-1.5313225870408576,0.6479796144283165,1.3339183260453944,0,1.0,1.0
2018-01-31,3719.768302287358,3718.947389725375,3726.792311555495,3686.0488308499353,70579.0,2572392940.0,175403.0,-0.9103535337275276,14,uptrend_crowded_chase,1.3621489030969975,-8.138933710999385e-05,-0.017037018727753428,0.05,0.047619047619047616,0.018087025388684452,0.9424401364680299,0.7119289657725517,0.0109556485843615,0.027488567485383468,0.8074557771140718,1.3621489030969975,0,1.0,1.0
2018-02-01,3727.292730519721,3717.5921356977647,3731.689511404357,3706.195928840232,44677.0,1642704320.0,173798.0,-1.3584348774745656,14,uptrend_crowded_chase,0.2766185610245452,-0.0003644187146488731,-0.009896568770270897,0.05,0.045454545454545456,0.0009325512859437168,0.2266185610245452,-1.3078103085377435,0.006857552317083232,-1.1791353361244687,0.4470225724010067,0.2766185610245452,0,1.0,1.0
2018-02-02,3721.624442185426,3720.728670708265,3727.7991186697423,3689.472826989243,55878.0,2040637800.0,175838.0,-1.146392373846709,14,uptrend_crowded_chase,1.098114066926579,0.000843700679367787,-0.007920935849948685,0.2,0.17391304347826086,0.007054018520664229,0.8981140669265789,-0.4554983432108937,0.010300748878096396,-0.01996860253887904,0.8155196432668468,1.098114066926579,0,1.0,1.0
2018-02-05,3736.791607826166,3768.035754235275,3801.160457678015,3732.915753689869,117779.0,4378494940.0,172539.0,-0.3818133107995921,14,uptrend_crowded_chase,2.56706319410322,0.012714467437370258,0.015363539131221016,0.6,0.5,-0.04599904909185071,-0.7952905293558243,2.3052896689294524,0.01811147994321423,1.628836719276987,0.514618695562168,2.56706319410322,0,1.0,1.0
2018-02-06,3771.4485202844585,3777.800283634744,3785.29443858101,3756.0203477876,53166.0,1972760250.0,170642.0,-1.1661487003825302,14,uptrend_crowded_chase,0.7,0.00259141102588889,0.01574247095032799,0.7,0.56,-0.026428874631676536,-1.7132527022967536,-0.40352463930408433,0.007748977869535436,-0.626701112731609,0.7440004200590591,0.7,0,1.0,1.0
2018-02-07,3784.130637745253,3762.095033071627,3788.356218309532,3749.0870079939978,70836.0,2638802900.0,169783.0,-0.8741538050329442,14,uptrend_crowded_chase,0.7347159024200207,-0.004157247441362033,0.01160211178718451,0.5,0.38461538461538464,-0.03256503247514608,-2.1322863580740616,0.4694318048400415,0.010438122899695092,-0.04615791300378541,0.33125252514903225,0.7347159024200207,0,1.0,1.0
2018-02-08,3755.493261519061,3772.841737735121,3782.168345700567,3752.732745000944,51035.0,1896593100.0,168265.0,-1.1930284457415412,14,uptrend_crowded_chase,0.75,0.0028565744801827275,0.014861663146644943,0.75,0.5555555555555556,-0.03235358768821506,-2.878000855452347,-0.901016120884804,0.0078019707016106265,-0.6234818693077555,0.6831521102416204,0.75,0,1.0,1.0
